From Date,To Date,PM2.5,PM10,NO,NO2,Nox,NH3,SO2,CO,Ozone,Benzene,Toluene,RH,WD,SR,BP,AT,Xylene,TOT-RF
2022-04-18,2022-04-19 00:00:00,118.31,330.24,23.68,49.75,47.09,21.26,28.34,1.14,26.73,0.81,2.43,38.44,156.65,145.82,982.63,31.51,0.16,0.0
2022-04-19,2022-04-20 00:00:00,148.35,434.57,27.23,39.08,42.97,21.95,30.61,0.84,19.6,0.58,12.35,33.46,228.78,144.79,984.15,33.18,0.51,0.0
2022-04-20,2022-04-21 00:00:00,88.58,306.8,4.34,27.61,17.68,16.12,25.28,0.68,19.28,0.33,13.39,30.78,253.76,155.89,982.89,33.9,0.09,0.0
2022-04-21,2022-04-22 00:00:00,124.58,440.33,20.42,28.29,31.69,17.33,25.25,0.78,11.15,0.36,8.04,37.31,185.83,67.76,984.24,29.54,0.18,0.0
2022-04-22,2022-04-23 00:00:00,63.83,238.23,4.79,27.77,18.55,15.25,19.67,0.65,23.73,0.27,4.65,38.34,114.22,172.96,985.46,29.89,0.04,0.0
2022-04-23,2022-04-24 00:00:00,133.41,351.79,33.45,40.0,48.56,18.64,22.94,0.98,23.12,0.38,4.06,34.77,157.01,179.04,985.1,30.53,0.37,0.0
2022-04-24,2022-04-25 00:00:00,108.51,311.64,6.9,27.55,20.27,19.13,25.99,0.74,28.44,0.37,2.43,31.95,232.81,176.8,983.05,31.98,0.11,0.0
2022-04-25,2022-04-26 00:00:00,85.64,297.09,1.63,17.24,10.51,16.22,19.49,0.61,30.72,0.12,2.98,31.81,240.12,169.39,982.18,33.25,0.01,0.0
2022-04-26,2022-04-27 00:00:00,81.16,224.44,2.35,23.94,14.61,16.08,21.31,0.74,25.67,0.24,2.08,32.96,136.63,166.74,982.53,32.18,0.0,0.0
2022-04-27,2022-04-28 00:00:00,214.64,442.38,41.25,52.28,61.61,23.16,43.89,1.26,25.22,0.7,7.19,32.56,171.86,182.57,982.01,32.69,0.63,0.0
2022-04-28,2022-04-29 00:00:00,220.97,470.45,33.95,52.11,55.47,22.94,47.1,1.27,26.88,0.73,10.11,32.32,235.41,159.98,981.78,33.59,0.66,0.0
2022-04-29,2022-04-30 00:00:00,202.02,432.84,16.46,41.04,35.35,20.45,35.75,1.04,21.57,0.74,13.95,30.66,213.25,159.45,981.23,34.61,0.48,0.0
2022-04-30,2022-05-01 00:00:00,155.02,333.68,9.69,38.56,28.28,16.58,30.83,0.96,22.32,0.61,7.24,29.7,204.97,166.53,978.36,34.8,0.14,0.0
2022-05-01,2022-05-02 00:00:00,80.43,269.58,6.67,17.93,15.05,28.75,19.97,0.81,32.63,0.32,3.46,43.42,86.02,155.69,977.96,32.51,0.13,0.0
2022-05-02,2022-05-03 00:00:00,54.5,268.75,1.94,14.08,9.08,35.4,15.61,0.84,32.66,0.23,1.19,45.32,82.86,156.94,977.95,32.92,0.0,0.0
2022-05-03,2022-05-04 00:00:00,72.58,324.12,2.09,13.9,9.14,35.87,18.27,0.89,27.51,0.3,1.29,46.99,73.2,120.04,980.47,32.75,0.0,0.0
2022-05-04,2022-05-05 00:00:00,58.22,147.1,2.36,16.01,10.46,33.24,13.05,0.77,26.13,0.27,1.11,53.57,89.11,123.58,982.94,29.5,0.0,10.5
2022-05-05,2022-05-06 00:00:00,61.76,129.67,5.16,26.27,18.02,30.69,14.9,0.7,26.78,0.09,1.35,54.98,98.09,206.1,983.32,28.11,0.01,0.0
2022-05-06,2022-05-07 00:00:00,134.34,318.27,13.79,44.93,34.81,37.35,16.89,1.11,24.43,0.38,2.55,49.56,143.28,159.46,982.68,30.85,0.24,0.0
2022-05-07,2022-05-08 00:00:00,116.35,253.34,11.19,33.12,26.69,35.47,19.2,1.04,29.65,0.47,3.03,46.17,60.52,200.74,982.7,31.26,0.36,0.0
2022-05-08,2022-05-09 00:00:00,98.2,223.43,2.03,18.43,11.46,31.67,17.72,0.94,36.81,0.3,1.37,46.97,68.87,192.34,981.12,31.1,0.01,0.0
2022-05-09,2022-05-10 00:00:00,72.04,174.17,2.11,14.12,9.26,31.09,15.96,0.8,32.9,0.21,0.82,47.38,74.19,187.44,980.7,32.59,0.0,0.0
2022-05-10,2022-05-11 00:00:00,72.79,184.44,2.01,14.03,9.15,31.0,18.19,0.85,36.06,0.38,0.94,46.56,74.49,180.75,980.93,32.82,0.0,0.0
2022-05-11,2022-05-12 00:00:00,74.88,188.17,2.1,15.33,9.88,25.13,15.99,0.87,35.04,0.34,0.93,45.31,79.47,182.17,978.97,33.88,0.01,0.0
2022-05-12,2022-05-13 00:00:00,65.12,184.13,2.3,17.1,10.97,28.23,14.43,0.8,40.24,0.18,0.94,44.01,95.12,191.54,977.37,35.55,0.01,0.0
2022-05-13,2022-05-14 00:00:00,73.25,198.97,5.23,17.84,13.8,26.87,14.66,0.86,36.92,0.17,1.13,47.42,138.54,194.84,975.02,33.87,0.0,0.0
2022-05-14,2022-05-15 00:00:00,123.54,344.14,34.85,41.08,48.25,25.39,22.91,1.34,23.27,0.65,3.88,40.38,219.28,209.52,975.04,35.45,0.49,0.0
2022-05-15,2022-05-16 00:00:00,138.79,344.03,12.69,36.37,29.68,23.99,30.12,1.07,20.98,0.89,5.16,32.81,142.36,205.05,976.11,35.82,0.33,0.0
2022-05-16,2022-05-17 00:00:00,96.08,396.92,3.86,22.15,14.98,18.1,18.75,0.71,20.28,0.52,4.04,35.18,164.8,141.91,976.38,35.13,0.13,0.0
2022-05-17,2022-05-18 00:00:00,69.52,238.14,1.81,16.4,10.21,20.47,20.53,0.84,41.65,0.44,1.97,39.92,82.09,176.76,977.48,33.2,0.0,1.0
2022-05-18,2022-05-19 00:00:00,86.22,232.67,1.84,16.84,10.46,21.57,20.82,0.86,34.93,0.51,0.99,41.28,70.48,176.76,979.41,33.41,0.01,0.0
2022-05-19,2022-05-20 00:00:00,122.38,298.09,2.42,24.81,15.32,25.07,30.84,1.08,50.78,0.87,1.87,42.41,79.87,174.15,978.58,34.21,0.01,0.0
2022-05-20,2022-05-21 00:00:00,112.24,350.34,2.93,28.0,17.19,25.89,20.82,0.94,43.18,0.81,2.29,40.02,94.71,160.16,975.66,35.92,0.09,1.0
2022-05-21,2022-05-22 00:00:00,60.92,338.89,1.96,14.29,9.2,15.18,8.66,0.58,32.65,0.03,0.73,34.35,160.76,156.25,973.78,34.98,0.0,1.0
2022-05-22,2022-05-23 00:00:00,61.33,184.08,5.97,20.8,15.88,16.05,15.01,0.68,44.14,0.04,0.77,42.89,133.75,160.76,972.79,31.63,0.0,0.0
2022-05-23,2022-05-24 00:00:00,27.71,83.07,1.82,9.24,6.4,16.86,8.48,0.53,37.28,0.0,0.34,61.38,103.63,110.28,976.45,24.43,0.0,37.5
2022-05-24,2022-05-25 00:00:00,38.34,70.98,1.96,12.83,8.42,22.35,9.88,0.7,42.48,0.03,0.53,64.35,71.26,218.76,981.8,25.91,0.0,9.5
2022-05-25,2022-05-26 00:00:00,63.18,131.54,2.87,22.1,14.1,24.23,9.51,0.87,43.26,0.08,4.0,56.97,150.04,201.38,982.74,28.3,0.0,0.0
2022-05-26,2022-05-27 00:00:00,119.04,216.86,11.4,25.21,22.75,23.36,14.24,0.97,39.93,0.2,3.86,52.62,126.85,211.08,980.76,29.64,0.05,0.0
2022-05-27,2022-05-28 00:00:00,90.84,238.17,3.84,28.71,18.41,25.33,14.31,0.79,30.87,0.14,1.49,46.77,144.39,266.38,977.86,32.73,0.01,0.0
2022-05-28,2022-05-29 00:00:00,65.13,359.6,2.09,10.88,7.5,27.66,12.76,0.54,26.83,0.01,1.25,41.55,170.9,280.86,975.59,37.09,0.0,0.0
2022-05-29,2022-05-30 00:00:00,59.29,217.04,2.37,15.44,10.15,21.9,14.52,0.69,29.1,0.06,0.95,48.35,129.98,207.17,976.05,32.06,0.0,5.5
2022-05-30,2022-05-31 00:00:00,58.95,180.48,12.32,25.2,23.75,16.6,11.17,0.86,24.33,0.19,1.15,56.85,101.84,60.25,976.84,28.5,0.09,11.0
2022-05-31,2022-06-01 00:00:00,89.39,287.25,10.23,27.08,22.74,18.92,9.51,1.0,33.8,0.27,2.62,53.21,106.84,202.47,977.47,30.95,0.22,0.0
2022-06-01,2022-06-02 00:00:00,98.89,316.15,9.54,27.05,22.12,23.5,12.18,0.89,23.68,0.17,3.09,41.65,170.41,219.9,977.94,34.17,0.08,0.0
2022-06-02,2022-06-03 00:00:00,77.92,272.71,7.18,28.08,20.57,19.04,21.62,0.71,19.65,0.04,3.59,37.06,172.78,204.78,977.64,34.58,0.02,0.0
2022-06-03,2022-06-04 00:00:00,103.53,340.25,31.18,39.63,46.49,15.66,23.65,0.93,22.33,0.33,4.15,36.19,113.24,170.06,976.26,33.99,0.24,0.0
2022-06-04,2022-06-05 00:00:00,100.87,313.98,32.58,34.39,45.03,12.84,21.04,1.0,24.29,0.23,3.27,34.18,160.73,224.63,976.84,35.12,0.36,0.0
2022-06-05,2022-06-06 00:00:00,71.01,313.8,19.5,26.08,29.97,11.68,16.94,0.91,17.14,0.2,3.31,30.93,223.44,234.57,977.12,35.92,0.4,0.0
2022-06-06,2022-06-07 00:00:00,54.68,246.95,8.72,22.78,19.45,11.25,16.49,0.79,25.5,0.13,1.77,29.71,176.4,232.58,976.18,35.62,0.03,0.0
2022-06-07,2022-06-08 00:00:00,87.52,423.53,19.33,35.57,33.46,18.56,21.7,0.82,15.78,0.27,2.91,31.11,245.12,203.67,975.64,36.25,0.46,0.0
2022-06-08,2022-06-09 00:00:00,70.54,396.04,2.97,20.85,13.51,25.04,15.58,0.53,13.93,0.16,2.29,28.23,257.53,209.77,975.71,36.94,0.08,0.0
2022-06-09,2022-06-10 00:00:00,66.21,309.04,3.6,27.31,17.47,29.36,19.32,0.67,14.89,0.28,1.8,31.8,233.53,206.21,974.62,36.63,0.07,0.0
2022-06-10,2022-06-11 00:00:00,71.09,380.35,7.97,26.1,20.34,27.11,15.09,0.62,12.32,0.19,2.02,32.93,215.58,207.55,975.33,36.47,0.05,0.0
2022-06-11,2022-06-12 00:00:00,76.34,341.96,3.81,20.05,13.77,24.18,17.68,0.76,13.47,0.32,2.64,30.01,241.77,216.21,975.7,37.35,0.05,0.0
2022-06-12,2022-06-13 00:00:00,72.13,314.38,7.19,24.89,19.35,23.88,18.22,0.64,15.03,0.21,1.79,31.48,272.14,213.86,976.89,36.88,0.0,0.0
2022-06-13,2022-06-14 00:00:00,43.51,262.07,1.91,14.09,9.06,23.5,11.47,0.47,18.7,0.02,3.73,32.03,254.72,194.08,978.53,38.42,0.0,0.0
2022-06-14,2022-06-15 00:00:00,49.15,292.46,1.85,11.71,7.74,27.18,11.9,0.45,16.51,0.09,2.22,38.6,254.81,129.49,978.29,35.2,0.11,0.0
2022-06-15,2022-06-16 00:00:00,28.15,154.18,1.9,11.28,7.55,30.57,9.17,0.46,18.4,0.02,1.11,38.39,240.64,219.88,976.35,36.6,0.0,0.0
2022-06-16,2022-06-17 00:00:00,26.34,110.3,2.87,17.17,11.48,33.64,7.25,0.36,21.04,0.0,0.83,48.26,135.15,227.44,977.39,32.49,0.01,13.5
2022-06-17,2022-06-18 00:00:00,22.65,75.2,3.84,19.56,13.65,36.02,6.95,0.42,14.81,0.04,1.25,60.63,132.06,148.25,978.7,27.89,0.05,10.0
2022-06-18,2022-06-19 00:00:00,24.4,55.46,2.31,11.67,8.1,46.45,6.01,0.38,11.73,0.01,0.93,63.39,82.42,142.11,979.53,27.67,0.04,11.0
2022-06-19,2022-06-20 00:00:00,41.54,100.67,2.77,16.69,11.17,,10.3,0.47,11.12,0.01,1.15,60.02,199.17,103.73,979.04,27.98,0.0,0.0
2022-06-20,2022-06-21 00:00:00,67.5,156.19,2.85,17.61,11.69,37.11,12.55,0.49,16.86,0.01,1.09,57.21,185.06,165.48,977.17,29.31,0.0,0.0
2022-06-21,2022-06-22 00:00:00,61.4,155.33,6.16,27.9,20.08,35.36,10.33,0.68,20.57,0.06,1.66,55.02,109.02,161.57,976.51,29.75,0.15,0.0
2022-06-22,2022-06-23 00:00:00,55.56,142.63,2.32,13.58,9.14,34.46,10.73,0.49,21.23,0.1,1.12,52.98,144.94,206.38,981.14,30.44,0.02,0.0
2022-06-23,2022-06-24 00:00:00,47.59,164.92,2.05,15.89,10.13,29.75,10.36,0.51,24.21,0.0,1.63,45.27,258.08,237.54,981.68,32.22,0.01,0.0
2022-06-24,2022-06-25 00:00:00,58.12,200.71,2.43,19.31,12.25,24.43,14.04,0.81,25.81,0.03,1.41,41.39,261.95,246.35,979.06,31.89,0.0,0.0
2022-06-25,2022-06-26 00:00:00,83.32,263.04,14.58,28.32,27.2,28.14,18.74,0.68,36.66,0.24,2.69,42.9,131.73,231.33,976.59,32.33,0.14,0.0
2022-06-26,2022-06-27 00:00:00,76.48,173.46,2.08,12.86,8.53,36.55,14.34,0.57,27.06,0.07,0.65,50.32,74.21,202.61,977.68,33.4,0.0,0.0
2022-06-27,2022-06-28 00:00:00,61.0,125.0,,,,,,1.35,2.8,0.15,0.65,57.6,88.75,4.6,979.3,31.15,0.0,0.0
2022-06-28,2022-06-29 00:00:00,100.52,204.82,1.88,11.02,7.34,,8.26,1.06,15.73,0.12,0.57,55.23,75.3,56.96,973.21,34.55,0.04,0.0
2022-06-29,2022-06-30 00:00:00,57.73,162.57,2.91,12.93,9.25,17.58,6.45,0.57,17.77,0.05,0.6,53.4,87.95,159.57,973.36,33.91,0.03,0.0
2022-06-30,2022-07-01 00:00:00,31.89,63.96,2.67,11.84,8.47,45.83,6.5,0.77,6.46,0.0,0.75,72.36,85.7,20.43,976.79,27.0,0.0,37.5
2022-07-01,2022-07-02 00:00:00,35.36,61.88,2.45,12.29,8.58,39.23,8.24,0.73,8.02,0.01,0.93,70.82,131.72,109.17,976.7,27.89,0.0,0.0
2022-07-02,2022-07-03 00:00:00,48.91,98.42,3.01,14.3,10.08,32.93,8.92,0.76,13.6,0.04,1.39,63.26,93.27,176.22,975.17,30.68,0.08,0.0
2022-07-03,2022-07-04 00:00:00,26.36,51.19,2.21,11.19,7.75,29.56,7.48,0.64,12.22,0.0,0.52,64.85,87.52,158.79,976.45,30.03,0.0,13.5
2022-07-04,2022-07-05 00:00:00,67.03,125.77,3.64,16.06,11.5,33.12,5.02,0.86,35.07,0.0,0.91,62.1,78.66,174.03,976.01,32.5,0.02,0.0
2022-07-05,2022-07-06 00:00:00,76.41,153.07,3.11,13.87,9.94,36.18,6.18,0.7,30.62,0.01,1.85,60.3,73.42,191.61,975.87,33.33,0.08,0.0
2022-07-06,2022-07-07 00:00:00,50.83,97.99,2.43,7.92,6.19,31.38,5.8,0.59,29.99,0.0,0.43,61.47,58.46,169.91,978.48,32.82,0.01,0.5
2022-07-07,2022-07-08 00:00:00,27.14,85.38,2.46,8.39,6.45,35.11,5.11,0.59,28.39,0.0,0.31,55.54,68.62,215.11,980.09,34.02,0.0,0.0
2022-07-08,2022-07-09 00:00:00,42.97,110.18,2.5,11.69,8.28,33.33,5.44,0.98,34.58,0.01,0.55,53.15,69.92,209.04,977.48,34.3,0.0,0.0
2022-07-09,2022-07-10 00:00:00,41.15,100.45,2.63,11.75,8.43,29.41,6.81,0.52,19.7,0.0,0.55,62.16,77.34,95.72,976.15,30.44,0.0,0.0
2022-07-10,2022-07-11 00:00:00,27.45,60.74,2.35,8.81,6.6,28.16,6.64,0.43,21.14,0.0,0.52,63.34,76.66,128.13,977.55,29.56,0.0,0.0
2022-07-11,2022-07-12 00:00:00,42.92,98.57,5.23,14.55,12.01,27.29,9.22,0.5,30.11,0.0,1.95,60.65,144.47,183.06,977.93,31.6,0.03,0.0
2022-07-12,2022-07-13 00:00:00,31.87,67.65,4.78,12.62,10.62,26.32,5.22,0.54,23.87,0.0,1.78,66.93,114.12,112.74,977.61,29.48,0.21,10.0
2022-07-13,2022-07-14 00:00:00,27.05,60.5,2.62,9.87,7.42,28.21,5.38,0.62,29.18,0.0,0.37,62.54,59.37,184.56,975.72,30.88,0.0,1.0
2022-07-14,2022-07-15 00:00:00,32.01,85.89,2.53,10.47,7.61,33.34,7.29,0.65,20.57,2.9,23.16,59.03,105.82,160.2,975.07,31.71,1.84,0.0
2022-07-15,2022-07-16 00:00:00,20.17,62.84,2.4,8.91,6.66,25.36,8.36,0.61,22.92,6.16,6.89,55.83,68.3,220.42,977.01,32.45,1.29,0.0
2022-07-16,2022-07-17 00:00:00,21.17,54.17,2.71,12.85,9.06,18.94,5.83,0.62,19.77,1.67,9.15,64.92,93.73,106.13,978.16,29.6,0.61,12.0
2022-07-17,2022-07-18 00:00:00,21.04,41.54,2.36,8.26,6.37,19.11,6.24,0.56,22.08,1.49,3.44,66.63,72.02,162.17,980.07,29.58,0.22,7.5
2022-07-18,2022-07-19 00:00:00,34.83,75.46,2.5,8.0,6.29,19.15,6.38,0.56,28.0,2.17,3.26,60.66,59.16,206.11,978.47,32.53,0.21,0.0
2022-07-19,2022-07-20 00:00:00,39.52,99.94,2.39,14.66,9.78,21.23,4.05,0.64,38.67,3.13,13.36,62.8,113.55,162.03,976.48,32.25,1.03,9.0
2022-07-20,2022-07-21 00:00:00,34.42,75.03,3.98,16.86,12.22,25.29,6.52,0.63,10.4,2.93,25.6,71.48,149.08,106.2,977.08,29.03,2.5,22.5
2022-07-21,2022-07-22 00:00:00,39.0,72.17,2.47,12.11,8.45,28.15,5.03,0.6,23.4,2.28,21.06,67.89,109.67,106.42,979.68,28.74,1.14,1.0
2022-07-22,2022-07-23 00:00:00,44.5,79.54,2.32,9.83,7.16,22.65,7.14,0.62,17.8,2.7,11.21,67.72,70.99,148.04,980.84,29.67,0.87,0.0
2022-07-23,2022-07-24 00:00:00,25.75,48.42,2.22,7.73,5.93,22.75,5.32,0.55,19.75,1.64,6.92,66.27,76.68,134.33,979.46,29.67,0.38,0.5
2022-07-24,2022-07-25 00:00:00,21.29,44.58,2.19,6.83,5.42,19.82,5.05,0.49,20.46,1.44,3.03,64.29,70.62,190.54,979.15,30.49,0.23,2.5
2022-07-25,2022-07-26 00:00:00,21.07,48.44,2.14,6.73,5.33,19.37,4.29,0.49,21.06,1.13,2.83,61.95,73.98,177.93,981.41,30.59,0.19,0.0
2022-07-26,2022-07-27 00:00:00,27.0,56.54,2.15,7.91,5.97,20.14,5.34,0.5,21.34,1.64,5.49,62.29,84.24,171.74,982.35,30.26,0.23,0.0
2022-07-27,2022-07-28 00:00:00,38.08,76.08,2.25,11.05,7.75,19.5,5.84,0.56,22.85,2.32,9.79,63.46,83.64,140.51,981.94,30.29,0.51,0.0
2022-07-28,2022-07-29 00:00:00,25.89,66.62,2.91,15.01,10.36,20.39,5.21,0.58,16.93,2.29,17.17,64.92,156.68,131.6,982.89,29.24,1.39,0.0
2022-07-29,2022-07-30 00:00:00,16.11,51.08,3.74,14.95,11.01,19.27,5.69,0.58,10.65,1.95,22.31,69.92,198.58,122.75,982.22,28.67,2.35,53.5
2022-07-30,2022-07-31 00:00:00,16.67,55.54,5.05,14.62,11.9,17.88,4.39,0.59,9.19,1.78,23.44,72.74,213.94,109.74,980.5,27.81,1.68,2.5
2022-07-31,2022-08-01 00:00:00,16.67,50.75,3.8,10.68,8.78,17.38,3.81,0.55,12.49,2.09,15.98,68.75,152.88,130.42,978.26,28.47,1.38,4.0
2022-08-01,2022-08-02 00:00:00,18.83,73.54,3.39,11.77,9.04,17.9,4.76,0.55,13.25,1.92,12.94,64.47,216.11,164.75,978.33,29.85,1.19,0.5
2022-08-02,2022-08-03 00:00:00,33.5,94.33,3.9,14.31,10.79,19.15,4.49,0.58,20.18,1.81,17.25,62.37,248.17,214.21,977.86,31.32,0.85,0.0
2022-08-03,2022-08-04 00:00:00,56.75,130.22,5.58,20.13,15.25,25.08,4.03,0.72,18.77,3.26,23.58,68.28,193.6,90.43,979.39,29.66,3.0,30.5
2022-08-04,2022-08-05 00:00:00,51.17,94.42,2.56,14.87,10.0,29.07,3.9,0.64,17.22,3.13,13.4,67.45,90.38,128.68,979.94,29.52,1.99,1.5
2022-08-05,2022-08-06 00:00:00,39.08,64.07,2.3,13.65,9.14,26.84,3.62,0.65,15.44,3.01,24.51,72.06,122.68,84.98,978.71,28.23,1.72,93.0
2022-08-06,2022-08-07 00:00:00,43.73,75.19,2.19,11.59,7.94,22.75,3.39,0.61,23.6,3.27,26.91,68.11,130.74,151.98,976.87,29.98,1.0,33.0
2022-08-07,2022-08-08 00:00:00,40.83,74.92,2.59,13.03,9.07,21.13,3.7,0.67,12.62,3.36,16.03,74.28,68.34,50.93,977.04,27.7,1.07,1.0
2022-08-08,2022-08-09 00:00:00,40.94,73.6,4.87,11.84,10.27,23.0,4.42,0.75,26.4,3.34,11.49,65.08,75.96,198.89,976.67,30.62,1.57,0.0
2022-08-09,2022-08-10 00:00:00,35.2,70.43,2.32,10.57,7.51,22.44,5.7,0.6,19.83,3.21,9.07,61.64,64.25,200.14,976.38,32.14,0.51,0.0
2022-08-10,2022-08-11 00:00:00,25.51,71.48,2.4,10.41,7.57,20.82,4.42,0.6,21.23,2.61,5.96,59.79,55.06,205.47,975.07,32.28,0.3,0.0
2022-08-11,2022-08-12 00:00:00,15.43,46.11,1.98,6.71,5.19,20.37,3.88,0.53,15.56,1.68,4.23,63.52,61.13,68.57,977.2,28.92,0.17,0.0
2022-08-12,2022-08-13 00:00:00,16.49,62.47,1.97,6.95,5.31,19.24,4.73,0.54,22.39,2.03,1.89,58.44,69.35,258.36,977.14,31.4,0.12,0.0
2022-08-13,2022-08-14 00:00:00,31.12,90.81,2.78,17.74,11.69,21.19,4.87,1.81,7.47,3.76,16.01,59.85,99.76,139.21,976.01,31.83,1.63,0.0
2022-08-14,2022-08-15 00:00:00,29.9,54.77,2.45,10.72,7.7,22.66,4.46,0.45,12.57,3.02,11.91,71.56,140.9,120.47,979.24,28.86,1.15,49.0
2022-08-15,2022-08-16 00:00:00,10.86,30.72,1.94,5.16,4.33,21.33,5.01,0.61,10.95,1.61,3.43,67.42,54.89,155.63,980.69,29.06,0.13,0.0
2022-08-16,2022-08-17 00:00:00,12.42,40.3,1.98,5.7,4.65,18.18,4.78,0.66,15.31,1.53,2.96,63.03,77.26,146.94,979.2,29.16,0.12,0.5
2022-08-17,2022-08-18 00:00:00,13.84,46.79,2.29,10.92,7.67,16.98,5.69,0.62,17.7,1.94,7.8,60.51,116.05,190.46,980.05,29.71,0.53,0.0
2022-08-18,2022-08-19 00:00:00,19.44,68.62,3.37,14.86,10.69,16.12,4.94,0.66,17.17,2.76,14.56,61.13,186.32,200.4,979.11,30.07,1.23,0.0
2022-08-19,2022-08-20 00:00:00,19.06,62.09,2.42,10.15,7.38,16.28,4.81,0.58,15.86,1.78,22.04,59.45,243.63,196.54,979.01,31.09,0.64,0.0
2022-08-20,2022-08-21 00:00:00,31.54,82.02,2.62,10.69,7.83,17.57,3.91,0.59,13.14,2.19,13.24,63.66,227.7,135.87,980.45,29.52,0.42,0.5
2022-08-21,2022-08-22 00:00:00,45.42,111.98,3.15,12.35,9.15,18.77,4.79,0.57,17.87,3.05,15.29,61.74,251.04,187.23,978.51,31.33,0.65,0.0
2022-08-22,2022-08-23 00:00:00,28.53,79.71,1.74,7.47,5.23,31.94,3.24,0.48,15.87,2.76,4.93,53.93,63.69,217.08,976.55,33.03,0.28,2.0
2022-08-23,2022-08-24 00:00:00,21.1,53.01,1.85,5.63,4.51,14.11,3.92,0.46,17.95,1.58,3.38,61.08,91.74,171.08,978.32,30.38,0.16,3.5
2022-08-24,2022-08-25 00:00:00,25.99,63.43,2.42,10.83,7.72,17.14,3.93,0.8,15.05,2.57,10.67,63.47,88.18,127.66,982.21,29.1,0.84,0.0
2022-08-25,2022-08-26 00:00:00,39.28,100.36,3.15,13.94,9.98,19.87,4.67,0.7,21.13,3.73,19.54,61.8,176.27,165.34,981.6,29.2,1.58,0.0
2022-08-26,2022-08-27 00:00:00,33.08,95.58,2.51,10.26,7.47,18.68,4.6,0.56,13.61,2.41,27.79,59.99,238.97,192.19,980.86,31.08,0.76,0.0
2022-08-27,2022-08-28 00:00:00,30.42,103.39,2.49,10.84,7.8,18.05,4.87,0.53,13.9,1.64,18.93,59.82,246.32,181.31,980.1,30.72,0.23,0.0
2022-08-28,2022-08-29 00:00:00,36.62,132.03,3.59,11.57,9.15,17.48,4.14,0.59,12.67,2.0,18.97,57.82,240.19,182.21,980.54,30.45,0.39,0.0
2022-08-29,2022-08-30 00:00:00,38.98,137.78,3.61,12.52,9.6,17.14,4.66,0.57,15.93,2.4,12.87,56.76,180.8,157.44,984.28,30.47,0.78,0.0
2022-08-30,2022-08-31 00:00:00,49.28,131.74,3.64,20.48,13.86,17.64,5.53,0.67,17.71,5.17,23.88,61.53,147.34,135.71,984.78,30.23,2.49,2.5
2022-08-31,2022-09-01 00:00:00,42.12,115.02,4.34,14.38,11.18,18.21,5.0,0.53,15.09,2.63,21.77,58.44,237.15,197.46,982.18,30.74,1.28,0.0
2022-09-01,2022-09-02 00:00:00,44.16,119.09,3.06,15.37,10.69,19.25,5.04,0.58,19.72,3.03,18.79,58.26,246.23,165.63,982.07,31.62,1.15,0.0
2022-09-02,2022-09-03 00:00:00,42.89,118.45,3.38,16.08,11.31,18.98,7.05,0.59,16.86,3.27,26.39,58.48,206.78,148.97,983.45,31.7,1.05,0.0
2022-09-03,2022-09-04 00:00:00,32.77,106.54,3.99,14.45,10.98,18.03,6.23,0.57,11.42,2.82,17.34,55.65,255.21,207.4,980.97,31.79,1.55,0.0
2022-09-04,2022-09-05 00:00:00,21.84,82.27,3.56,10.33,7.5,17.56,4.66,0.49,14.91,1.95,21.15,55.28,220.0,217.7,979.89,31.73,0.83,0.0
2022-09-05,2022-09-06 00:00:00,24.55,92.21,2.65,13.26,9.23,16.89,5.57,0.54,14.55,2.23,24.62,55.13,260.6,196.96,982.11,31.33,1.15,0.0
2022-09-06,2022-09-07 00:00:00,36.56,108.87,6.37,13.29,12.43,17.05,5.47,0.57,17.01,3.36,18.99,58.11,289.41,184.36,983.69,31.3,2.2,0.0
2022-09-07,2022-09-08 00:00:00,44.21,119.91,3.82,13.57,10.34,16.68,8.56,0.63,18.78,4.23,26.54,59.58,265.69,182.23,985.2,30.78,2.33,0.0
2022-09-08,2022-09-09 00:00:00,60.64,137.51,3.59,13.2,9.95,17.81,6.29,0.7,16.61,4.26,17.94,59.6,210.25,176.18,985.86,31.08,2.1,0.0
2022-09-09,2022-09-10 00:00:00,64.49,134.07,2.14,12.23,8.25,18.39,4.33,0.68,6.05,4.61,14.52,58.95,73.66,166.87,985.02,31.65,0.92,0.0
2022-09-10,2022-09-11 00:00:00,56.62,106.04,2.2,10.57,7.42,18.42,2.42,0.9,8.42,3.72,10.8,60.9,74.66,157.38,984.06,31.33,0.54,0.0
2022-09-11,2022-09-12 00:00:00,34.35,82.64,2.17,10.57,7.34,16.69,5.17,1.1,7.35,3.04,7.85,58.03,63.3,174.13,981.94,31.26,0.37,0.0
2022-09-12,2022-09-13 00:00:00,27.86,75.75,2.19,9.88,7.03,16.39,5.47,0.6,5.7,2.71,3.73,58.19,62.47,169.56,980.24,30.73,0.27,0.0
2022-09-13,2022-09-14 00:00:00,14.35,42.63,2.24,8.34,6.27,15.68,3.34,0.51,6.21,2.12,2.42,61.88,71.81,178.32,981.13,29.52,0.12,7.5
2022-09-14,2022-09-15 00:00:00,12.0,39.12,1.96,6.24,4.92,14.76,3.38,0.4,5.79,1.67,2.15,60.2,60.74,131.13,981.53,29.24,0.07,0.0
2022-09-15,2022-09-16 00:00:00,8.94,23.71,1.8,4.21,3.71,14.25,3.86,0.47,6.68,1.17,0.94,70.24,65.13,69.73,979.74,26.28,0.01,9.5
